user,dataset,FromMe,ToCcPosition,HasAttachments,BodyLength,SubjectLength,SubjectPrefix,Sender,Recipient,repliedTo
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User85D0469,User316B945;UserD68FB8A;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User316B945,User85D0469;UserD68FB8A;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserD68FB8A,User316B945;User85D0469;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,re,User316B945,User85D0469;UserD68FB8A;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User85D0469,User316B945;UserD68FB8A;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,User316B945,User85D0469;UserD68FB8A;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserE8E6CFF,User558F47E;UserF749093,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserFBA10A8,User6896B03,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User771F5C2,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User39D0D90,User86F0255,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User1266AE5,User5CD710E;UserCB27200,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User522EA2A,UserE24D430,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User60E57AE,User558F47E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,re,UserB8630EB,User6616305;User6896B03;User804E08E;User97BF5D3;User9E4EC43;UserA48B204;UserBC1ACFC;UserC4AB6F1;UserFCF3DDA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User54D8393,UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserB3C8DD0,User39D0D90;User54D8393;User69E53A9;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User316B945,User39D0D90;User54D8393;User69E53A9;UserB3C8DD0;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User5D00338,User316B945;User39D0D90;User54D8393;UserB3C8DD0;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User64E23DB,User23C879A,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1205E1E,,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User8017951,User6896B03,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User6EED10B,User457C25;User46F836D;User6DD059;User75BB5C8;User8B49E18;User8D6B747;User943ADA4;User9DCF4C8;UserA261190;UserDE736CE;UserDF3C094;UserE531962;UserEDD09DF,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User8C10844,User1425749;User36E4A95;User37CE874;User3BB6A6B;User457D5B4;User4584091;User458DCF2;User67ED9B0;User78641DC;User8A9207C;UserB733F36;UserB87AC4F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1205E1E,,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,no prefix,User925008F,User87BE1D1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User38A64F3,User6896B03,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User38A64F3,User6896B03,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1205E1E,,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User1E1C87C,User171CF4E;User2BE7754;User51042C4;User522C352;User96BF2BD;UserB5D8B29;UserC34D0BC;UserCBBD2F6;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User1E1C87C,User171CF4E;User2BE7754;User51042C4;User522C352;User96BF2BD;UserB5D8B29;UserC34D0BC;UserCBBD2F6;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,UserC34D0BC,User171CF4E;User51042C4;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,User51042C4,User171CF4E;UserC34D0BC;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,UserF92C2B9,User171CF4E;User51042C4;UserC34D0BC;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,re,UserC34D0BC,User171CF4E;User51042C4;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,re,UserCBBD2F6,User171CF4E;User51042C4;UserC34D0BC;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User1E1C87C,User171CF4E;User2BE7754;User51042C4;User522C352;User96BF2BD;UserB5D8B29;UserC34D0BC;UserCBBD2F6;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserA72046E,User5437A2A;User69AE43,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,513-1023,17-32,no prefix,User51042C4,User171CF4E;UserC34D0BC;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,UserC34D0BC,User171CF4E;User51042C4;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User51042C4,User171CF4E;User522C352;UserC34D0BC;UserCBBD2F6;UserF92C2B9;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User51042C4,User171CF4E;User522C352;UserC34D0BC;UserCBBD2F6;UserF92C2B9;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserC34D0BC,User171CF4E;User51042C4;User522C352;UserCBBD2F6;UserF92C2B9;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User51042C4,User171CF4E;User522C352;UserC34D0BC;UserCBBD2F6;UserF92C2B9;UserFB5C5DA,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,33-64,5-8,no prefix,UserD45E58,User35CB8E5,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,33-64,5-8,re,UserD45E58,User35CB8E5,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,5-8,re,UserD45E58,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,257-512,17-32,no prefix,UserF720387,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,no prefix,User6BD99F9,UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,UserF6C9B1F,User6BD99F9;User8951AF;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,User6BD99F9,User36D84B1;User8951AF;UserDF3C094;UserF6C9B1F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,re,User36D84B1,User6BD99F9;User8951AF;UserDF3C094;UserF6C9B1F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,re,User8B4A982,User36D84B1;User6BD99F9;User8951AF;User8B4A982;UserDF3C094;UserF6C9B1F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User38A64F3,User6896B03,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User6D93A4B,User897E9EA;UserF6CFF75,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,1.0,513-1023,>64,Other,User704E9D3,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,fw,User429517E,User171CF4E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,9-16,re,User6D93A4B,User35CB8E5,True
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,17-32,no prefix,User53E8860,,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,9-16,re,User3F9EE1F,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User429517E,User171CF4E;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,UserCBBD2F6,User171CF4E;User429517E;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,UserCBBD2F6,User171CF4E;User429517E;UserFB5C5DA,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User429517E,User171CF4E;UserCBBD2F6;UserFB5C5DA,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,>64,no prefix,User5A3BEFA,User66520BE,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserC0BE8C0,User7944268,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User2467339,User7944268;UserC0BE8C0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User2467339,User7944268;UserC0BE8C0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,UserC0BE8C0,User2467339;User7944268,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User9BC22D4,User511E0C6;UserD0D9A6,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,UserED9E365,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,no prefix,User77C74B4,User6101E8,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User6D93A4B,User6101E8;User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User77C74B4,User6101E8;User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,9-16,re,User6D93A4B,User6101E8;User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User79FA995,User6101E8;User6D93A4B;User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,User77C74B4,User6101E8;User6D93A4B;User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,9-16,re,User79FA995,User6101E8;User6D93A4B;User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,9-16,re,User77C74B4,User6101E8;User6D93A4B;User79FA995,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,UserFD7A725,UserF29082C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,>64,no prefix,User53E8860,,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,1.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User35CB8E5,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,UserED3CD0C,User6896B03,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserB45D866,User620DF7;UserC3C0CF1;UserC5D9EB7;UserD1467F7;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserB3C8DD0,User620DF7;UserB45D866;UserC3C0CF1;UserC5D9EB7;UserD1467F7;UserDF3C094;UserEB68CA5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserEB68CA5,User620DF7;UserB3C8DD0;UserB45D866;UserC3C0CF1;UserC5D9EB7;UserD1467F7;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserC3C0CF1,User620DF7;UserB3C8DD0;UserB45D866;UserC5D9EB7;UserD1467F7;UserDF3C094;UserEB68CA5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,re,UserEB68CA5,User620DF7;UserB3C8DD0;UserB45D866;UserC3C0CF1;UserC5D9EB7;UserD1467F7;UserDF3C094,False
User35CB8E5,Train,0.0,FirstOnToLine,1.0,513-1023,>64,Other,User704E9D3,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserDF688B3,UserDF688B3;UserF6CFF75,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserDE37B8A,UserDF688B3;UserF6CFF75,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserDF688B3,UserDE37B8A;UserF6CFF75,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User6C97BBB,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User27D61AF,User6101E8,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserC34D0BC,User27D61AF;User6101E8,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,UserC24A642,UserB51F486,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,no prefix,User1A46FBD,User6896B03,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserE2E7F41,UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User316B945,UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserD68FB8A,UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserE2E7F41,User316B945;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User316B945,UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserE2E7F41,User316B945;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User27B4A35,User316B945;UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User316B945,User27B4A35;UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserE2E7F41,User27B4A35;User316B945;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User27B4A35,User316B945;UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User316B945,UserDF3C094;UserE2E7F41,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User6C97BBB,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserC34D0BC,User6101E8;User8355980;User8EBCB97;User956A416,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User6D93A4B,User6101E8;User8355980;User8EBCB97;User956A416;UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User79FA995,User6101E8;User6D93A4B;User8355980;User8EBCB97;User956A416;UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User8355980,User6101E8;User6D93A4B;User79FA995;User8EBCB97;User956A416;UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,513-1023,>64,no prefix,User53E8860,,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User4C9A41,User6896B03,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User5CD1E4,User6BD99F9;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User7EB0B,User5CD1E4;User6BD99F9;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User5CD1E4,User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User36D84B1,User5CD1E4;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User33A461E,User36D84B1;User5CD1E4;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User5D00338,User33A461E;User36D84B1;User5CD1E4;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User33A461E,User36D84B1;User5CD1E4;User5D00338;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User5D00338,User33A461E;User36D84B1;User5CD1E4;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User5CD1E4,User33A461E;User36D84B1;User5D00338;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User5D00338,User33A461E;User36D84B1;User5CD1E4;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User7EB0B,User36D84B1;User5CD1E4;User6BD99F9;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User36D84B1,User5CD1E4;User6BD99F9;User7EB0B;UserDF3C094,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,no prefix,UserDE30DED,User66520BE;UserAA4864F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserDE30DED,User66520BE;UserAA4864F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User6BD99F9,UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User33A461E,User6BD99F9;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserD0714F2,User33A461E;User6BD99F9;UserDF3C094,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User316B945,User33A461E;User6BD99F9;UserD0714F2;UserDF3C094,False
