user,dataset,FromMe,ToCcPosition,HasAttachments,BodyLength,SubjectLength,SubjectPrefix,Sender,repliedTo
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User8017951,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User6EED10B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User8C10844,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,no prefix,User925008F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User38A64F3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User38A64F3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,re,UserF92C2B9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,re,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,re,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,UserA72046E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,513-1023,17-32,no prefix,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,33-64,5-8,no prefix,UserD45E58,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,33-64,5-8,re,UserD45E58,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,5-8,re,UserD45E58,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,257-512,17-32,no prefix,UserF720387,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,no prefix,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,UserF6C9B1F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,re,User36D84B1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,re,User8B4A982,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User38A64F3,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User6D93A4B,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,1.0,513-1023,>64,Other,User704E9D3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,fw,User429517E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,9-16,re,User6D93A4B,True
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,17-32,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,9-16,re,User3F9EE1F,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User429517E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,>64,no prefix,User5A3BEFA,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserC0BE8C0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User2467339,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User2467339,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,UserC0BE8C0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User9BC22D4,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,UserED9E365,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,no prefix,User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,9-16,re,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,re,User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,9-16,re,User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,9-16,re,User77C74B4,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,no prefix,UserFD7A725,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,1.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,no prefix,UserED3CD0C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserB45D866,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserB3C8DD0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserEB68CA5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserC3C0CF1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,re,UserEB68CA5,False
User35CB8E5,Train,0.0,FirstOnToLine,1.0,513-1023,>64,Other,User704E9D3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,UserDF688B3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserDE37B8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,UserDF688B3,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User6C97BBB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User27D61AF,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,UserC24A642,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,no prefix,User1A46FBD,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User27B4A35,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User27B4A35,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User316B945,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,17-32,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User6C97BBB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,re,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User8355980,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,513-1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User4C9A41,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User5CD1E4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User7EB0B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User5CD1E4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User36D84B1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User5D00338,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User5D00338,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User5CD1E4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User5D00338,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User7EB0B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User36D84B1,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,no prefix,UserDE30DED,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserDE30DED,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,re,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,re,User69E53A9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User69E53A9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User69E53A9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,UserFBE7229,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,>64,re,UserDB50AD8,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User2A5A16B,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnCcLine,0.0,513-1023,>64,no prefix,User1E1C87C,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,>64,no prefix,User1E1C87C,False
User35CB8E5,Train,0.0,SecondOrLaterOnCcLine,0.0,513-1023,>64,no prefix,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User92EF503,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,17-32,no prefix,UserA610F7A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,no prefix,User4F07C95,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User64E23DB,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,5-8,re,UserE804D5C,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User64E23DB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserCF4BB21,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserF7E1283,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserCF4BB21,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,no prefix,User631C24C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User631C24C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User631C24C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,no prefix,User64E23DB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,no prefix,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,re,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,no prefix,User20C2B52,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,re,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,no prefix,User38A64F3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User925008F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,no prefix,User42E4329,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,re,User42E4329,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,re,User42E4329,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,no prefix,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,re,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,re,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,17-32,17-32,re,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,re,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,re,User429517E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,no prefix,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,257-512,33-64,no prefix,UserFD7A725,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,no prefix,UserD45E58,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,UserC93BF53,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,re,User781C2E7,False
