user,dataset,FromMe,ToCcPosition,HasAttachments,BodyLength,SubjectLength,Sender,repliedTo
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User8017951,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User6EED10B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,User8C10844,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,User925008F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User38A64F3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User38A64F3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,UserF92C2B9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,UserA72046E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,513-1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,33-64,5-8,UserD45E58,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,33-64,5-8,UserD45E58,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,5-8,UserD45E58,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,257-512,17-32,UserF720387,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,UserF6C9B1F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,User36D84B1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,User8B4A982,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User38A64F3,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User6D93A4B,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,1.0,513-1023,>64,User704E9D3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User429517E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,9-16,User6D93A4B,True
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,17-32,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,65-128,9-16,User3F9EE1F,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User429517E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,>64,User5A3BEFA,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,UserC0BE8C0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User2467339,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User2467339,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,UserC0BE8C0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User9BC22D4,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,17-32,UserED9E365,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,9-16,User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,9-16,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,9-16,User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,User77C74B4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,9-16,User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,9-16,User77C74B4,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,UserFD7A725,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,1.0,FirstOnToLine,0.0,513-1023,33-64,User35CB8E5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,>64,UserED3CD0C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,UserB45D866,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,UserB3C8DD0,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserEB68CA5,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,UserC3C0CF1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,UserEB68CA5,False
User35CB8E5,Train,0.0,FirstOnToLine,1.0,513-1023,>64,User704E9D3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,UserDF688B3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,UserDE37B8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,UserDF688B3,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User6C97BBB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User27D61AF,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,UserC24A642,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,>64,User1A46FBD,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,User27B4A35,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User27B4A35,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User316B945,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,17-32,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User6C97BBB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,33-64,UserC34D0BC,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User79FA995,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User8355980,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,513-1023,>64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User4C9A41,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User5CD1E4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User7EB0B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User5CD1E4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User36D84B1,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User5D00338,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User5D00338,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User5CD1E4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User5D00338,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User7EB0B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User36D84B1,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,UserDE30DED,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserDE30DED,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User33A461E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,UserE2E7F41,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User69E53A9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User69E53A9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User6BD99F9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,User69E53A9,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,UserFBE7229,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,>64,UserDB50AD8,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User2A5A16B,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnCcLine,0.0,513-1023,>64,User1E1C87C,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,>64,User1E1C87C,False
User35CB8E5,Train,0.0,SecondOrLaterOnCcLine,0.0,513-1023,>64,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User92EF503,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,1.0,>1023,17-32,UserA610F7A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User4F07C95,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User64E23DB,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,513-1023,5-8,UserE804D5C,True
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User64E23DB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,UserCF4BB21,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserF7E1283,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserCF4BB21,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User631C24C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,UserD68FB8A,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User631C24C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User631C24C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User316B945,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User64E23DB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User20C2B52,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,UserD0714F2,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,User38A64F3,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User925008F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,User42E4329,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,9-16,User42E4329,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,9-16,User42E4329,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,>64,User53E8860,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,33-64,17-32,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,17-32,17-32,UserCBBD2F6,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User51042C4,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User429517E,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,>1023,33-64,User53E8860,False
User35CB8E5,Train,0.0,FirstOnToLine,0.0,257-512,33-64,UserFD7A725,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,UserD45E58,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserC93BF53,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User781C2E7,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,UserD45E58,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,UserE77183,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,33-64,User781C2E7,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User64E23DB,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User64E23DB,False
User35CB8E5,Train,0.0,FirstOnCcLine,0.0,513-1023,33-64,User1E1C87C,False
User35CB8E5,Train,0.0,FirstOnCcLine,0.0,513-1023,33-64,User1E1C87C,False
User35CB8E5,Train,0.0,FirstOnCcLine,0.0,513-1023,33-64,User1E1C87C,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,513-1023,33-64,User6E1CF25,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User1205E1E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User51CC334,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,33-64,User860BE95,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,>64,UserD45E58,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,33-64,User6D93A4B,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,65-128,33-64,User429517E,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,>1023,>64,User92A852F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,257-512,17-32,User925008F,False
User35CB8E5,Train,0.0,NotOnToOrCcLine,0.0,129-256,17-32,User925008F,False
